,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,agegroup,hoursgroup,nativecountry,income
29413,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,50 - 59,10 - 19,United-States,<=50K
29415,Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,50 - 59,40 - 49,United-States,>50K
29416,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40 - 49,60 - 69,Japan,<=50K
29417,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,20 - 29,40 - 49,United-States,<=50K
29418,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
29419,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,20 - 29,40 - 49,United-States,<=50K
29420,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40 - 49,40 - 49,United-States,>50K
29421,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,20 - 29,40 - 49,United-States,<=50K
29422,Self-emp-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,30 - 39,70 - 79,United-States,<=50K
29424,Private,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female,60 - 69,20 - 29,United-States,<=50K
29425,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,30 - 39,40 - 49,United-States,<=50K
29426,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40 - 49,50 - 59,United-States,<=50K
29427,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29428,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
29429,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,30 - 39,40 - 49,United-States,<=50K
29430,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29431,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29432,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29433,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,50 - 59,40 - 49,Mexico,<=50K
29434,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
29435,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,60 - 69,United-States,<=50K
29436,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
29437,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30 - 39,40 - 49,Mexico,<=50K
29438,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,30 - 39,30 - 39,United-States,<=50K
29439,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Black,Male,30 - 39,30 - 39,Jamaica,<=50K
29441,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
29442,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
29443,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29444,Private,Assoc-voc,11,Separated,Priv-house-serv,Not-in-family,Black,Female,60 - 69,20 - 29,United-States,<=50K
29445,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70 - 79,20 - 29,United-States,<=50K
29446,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
29447,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,60 - 69,60 - 69,United-States,<=50K
29448,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,50 - 59,40 - 49,United-States,>50K
29449,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
29450,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29451,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,10 - 19,United-States,<=50K
29452,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,50 - 59,50 - 59,United-States,>50K
29453,Self-emp-inc,Prof-school,15,Never-married,Craft-repair,Not-in-family,White,Male,40 - 49,50 - 59,United-States,>50K
29455,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,Yugoslavia,<=50K
29456,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,30 - 39,40 - 49,United-States,<=50K
29457,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,60 - 69,40 - 49,United-States,<=50K
29458,Private,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,White,Male,20 - 29,40 - 49,England,<=50K
29459,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,50 - 59,40 - 49,United-States,<=50K
29460,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,20 - 29,60 - 69,United-States,<=50K
29461,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,20 - 29,40 - 49,United-States,<=50K
29462,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,80 - 89,United-States,<=50K
29463,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,30 - 39,70 - 79,United-States,<=50K
29464,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
29465,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29466,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
29467,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,30 - 39,40 - 49,United-States,<=50K
29468,Private,9th,5,Never-married,Farming-fishing,Own-child,White,Male,10 - 19,20 - 29,United-States,<=50K
29469,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29471,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29472,Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,10 - 19,50 - 59,Mexico,<=50K
29473,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,30 - 39,United-States,<=50K
29474,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
29475,Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29476,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29477,Local-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
29479,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60 - 69,20 - 29,France,<=50K
29480,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29481,Local-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,40 - 49,40 - 49,Germany,<=50K
29482,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,40 - 49,40 - 49,United-States,<=50K
29483,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29484,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29485,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29486,Private,11th,7,Separated,Other-service,Own-child,White,Female,10 - 19,40 - 49,United-States,<=50K
29487,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,30 - 39,40 - 49,United-States,<=50K
29488,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29489,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
29490,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,30 - 39,40 - 49,United-States,<=50K
29491,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29493,Private,12th,8,Never-married,Other-service,Own-child,White,Male,10 - 19,20 - 29,United-States,<=50K
29494,Private,Assoc-voc,11,Widowed,Tech-support,Unmarried,Black,Female,30 - 39,40 - 49,United-States,<=50K
29495,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29496,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20 - 29,40 - 49,Jamaica,<=50K
29497,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29498,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,30 - 39,30 - 39,United-States,<=50K
29499,Private,Masters,14,Divorced,Sales,Not-in-family,White,Female,70 - 79,10 - 19,United-States,<=50K
29500,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,30 - 39,70 - 79,South,<=50K
29501,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29502,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
29503,Self-emp-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,20 - 29,80 - 89,United-States,<=50K
29504,Private,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29505,State-gov,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,30 - 39,50 - 59,United-States,<=50K
29506,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,30 - 39,30 - 39,United-States,<=50K
29507,Private,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,20 - 29,20 - 29,United-States,<=50K
29508,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,50 - 59,40 - 49,United-States,<=50K
29509,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,20 - 29,40 - 49,United-States,<=50K
29510,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29511,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,50 - 59,40 - 49,United-States,<=50K
29512,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29513,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29514,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20 - 29,10 - 19,United-States,<=50K
29515,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
29516,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,40 - 49,Germany,<=50K
29517,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,30 - 39,50 - 59,United-States,<=50K
29518,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,10 - 19,10 - 19,United-States,<=50K
29519,Private,10th,6,Never-married,Other-service,Own-child,White,Female,10 - 19,0 - 9,United-States,<=50K
29520,Private,10th,6,Divorced,Sales,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
29521,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
29522,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
29523,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29524,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
29525,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29526,Private,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,20 - 29,40 - 49,United-States,<=50K
29527,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10 - 19,10 - 19,United-States,<=50K
29528,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,70 - 79,40 - 49,United-States,<=50K
29529,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,30 - 39,50 - 59,United-States,<=50K
29530,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
29531,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
29532,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
29534,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
29535,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,Philippines,>50K
29537,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,20 - 29,40 - 49,United-States,<=50K
29538,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
29539,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,40 - 49,40 - 49,United-States,<=50K
29540,Private,Assoc-acdm,12,Divorced,Tech-support,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
29541,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
29542,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
29543,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
29544,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,60 - 69,United-States,<=50K
29545,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,40 - 49,40 - 49,United-States,<=50K
29546,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
29547,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
29548,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
29549,Private,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,50 - 59,40 - 49,United-States,>50K
29550,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40 - 49,40 - 49,United-States,<=50K
29551,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20 - 29,50 - 59,United-States,<=50K
29552,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29553,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,20 - 29,20 - 29,United-States,<=50K
29554,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40 - 49,40 - 49,China,>50K
29555,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
29556,Self-emp-not-inc,Some-college,10,Divorced,Sales,Unmarried,White,Male,40 - 49,60 - 69,United-States,>50K
29557,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
29558,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,30 - 39,30 - 39,United-States,<=50K
29559,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,30 - 39,40 - 49,Philippines,<=50K
29560,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40 - 49,40 - 49,United-States,>50K
29561,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40 - 49,60 - 69,United-States,<=50K
29562,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29563,Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
29564,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,40 - 49,20 - 29,United-States,<=50K
29565,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29566,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
29567,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
29568,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
29569,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,20 - 29,30 - 39,United-States,<=50K
29570,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40 - 49,50 - 59,United-States,<=50K
29571,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
29572,Self-emp-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,20 - 29,50 - 59,United-States,<=50K
29573,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,10 - 19,40 - 49,United-States,<=50K
29574,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,30 - 39,50 - 59,United-States,<=50K
29575,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29576,Private,5th-6th,3,Widowed,Other-service,Not-in-family,Black,Female,60 - 69,10 - 19,United-States,<=50K
29577,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,30 - 39,30 - 39,United-States,<=50K
29578,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
29579,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
29580,Private,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,20 - 29,20 - 29,United-States,<=50K
29581,Private,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,20 - 29,40 - 49,United-States,<=50K
29582,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,20 - 29,40 - 49,United-States,<=50K
29584,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
29585,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
29586,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,30 - 39,United-States,>50K
29588,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
